MosaicID,UniprotID,GeneSymbol,Description,Peptides,A_plus_1,A_plus_2,A_plus_3,A_minus_1,A_minus_2,A_minus_3,B_plus_1,B_plus_2,B_plus_3,B_minus_1,B_minus_2,B_minus_3,A_plus_1_48,A_plus_2_48,A_plus_3_48,A_minus_1_48,A_minus_2_48,A_minus_3_48
CUL1__Q13616,Q13616,CUL1,Cullin-1,2,5.32933,5.13546,21.6133,6.74933,6.44447,0,5.91936,4.79497,0,7.18777,6.32979,0,5.40908,5.42557,7.57479,6.0142,6.07258,0
MCM5__P33992,P33992,MCM5,DNA replication licensing factor MCM5,11,5.72456,5.6587,0,7.64765,7.48837,3.16496,5.46784,5.47608,3.41153,6.97291,6.74913,8.71158,6.49276,6.42796,4.62464,6.56656,7.56303,1.85173
MCM2__P49736,P49736,MCM2,DNA replication licensing factor MCM2,12,6.45219,5.75725,2.45958,8.39585,7.01189,0,5.85566,6.24982,3.20259,7.31893,7.11171,7.7774,6.70839,7.13953,4.43029,7.3732,6.05726,0.69846
H2AX__P16104,P16104,H2AX,Histone H2AX,5,1.78755,1.84312,19.1511,1.60284,1.48145,6.29811,1.90437,1.73894,20.9858,1.28158,1.25003,18.481,1.61571,1.55464,2.79709,1.3929,2.0209,12.8129
KHSRP__Q92945,Q92945,KHSRP,Far upstream element-binding protein 2,17,2.73086,2.56906,6.66243,3.11827,3.25682,10.895,2.39516,2.69697,10.2302,3.13306,3.01195,13.0775,2.90061,3.01193,6.78612,3.24173,3.26672,17.0157
FUBP1__Q96AE4_2,Q96AE4-2,FUBP1,Isoform 2 of Far upstream element-binding protein 1,6,5.74958,5.88891,0,8.1031,7.96029,5.30753,5.68828,6.05251,0,7.07668,7.20499,6.13545,7.37637,7.46217,5.79961,7.29024,6.90429,0
FUBP3__Q96I24,Q96I24,FUBP3,Far upstream element-binding protein 3,4,1.36752,1.10717,47.998,1.02436,1.01444,0.929564,1.45372,1.2515,20.8673,1.28765,1.01447,8.43141,1.58101,1.12192,1.47782,1.69393,1.22362,5.15457
RPL22__P35268,P35268,RPL22,60S ribosomal protein L22,2,6.84428,7.12183,0,8.73972,7.31554,0,7.43331,6.83841,0,5.88139,6.37895,0,6.7345,7.00518,12.495,7.13785,7.11435,2.95964
DDX5__P17844,P17844,DDX5,Probable ATP-dependent RNA helicase DDX5,19,5.6685,5.72761,7.41245,9.16543,7.984,1.34367,5.60379,5.86548,2.12567,7.3398,7.24787,1.60216,5.55424,5.73687,1.44274,7.40459,6.5488,6.2263
DDX17__Q92841,Q92841,DDX17,Probable ATP-dependent RNA helicase DDX17,16,1.76572,1.71516,14.0388,1.8567,2.28049,18.7816,1.63428,1.6328,12.7622,1.99596,1.98364,18.675,1.72666,1.6651,4.95795,2.19899,1.80525,8.52384
DDX3X__O00571,O00571,DDX3X,ATP-dependent RNA helicase DDX3X,4,8.3955,9.85112,0,6.81767,8.85941,0,8.50189,8.41663,0,9.0115,9.02894,0,7.07133,8.19598,0,8.90388,6.94615,0
PGD__P52209,P52209,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",7,7.87231,7.93225,0,6.49347,7.18837,0,8.01263,7.91426,1.45613,6.94348,7.37691,0,6.94789,6.51948,5.63081,7.4623,7.77769,4.47202
RPL7A__P62424,P62424,RPL7A,60S ribosomal protein L7a,4,7.23254,7.73135,0,8.50612,7.69106,2.03981,8.7971,7.31992,0,7.58593,7.36254,0,7.04359,7.20812,6.84859,8.06878,6.56456,0
POLR2B__P30876,P30876,POLR2B,DNA-directed RNA polymerase II subunit RPB2,4,8.10736,7.7561,0,6.80105,8.87559,7.00254,6.99672,8.93677,0,8.75574,8.87614,0,5.84821,7.09823,0,6.86989,8.07565,0
CMBL__Q96DG6,Q96DG6,CMBL,Carboxymethylenebutenolidase homolog,5,6.94835,7.51154,0,7.46571,7.5353,1.60032,7.34557,7.33102,0,6.83437,7.4737,0,6.85141,7.52209,7.96211,7.16988,8.23365,2.21499
CCT8__P50990,P50990,CCT8,T-complex protein 1 subunit theta,10,7.16836,7.22581,0,6.99748,7.66052,0,7.4157,6.91542,1.48726,7.6792,7.62075,1.4115,7.64285,6.72981,6.50057,7.01671,7.75449,2.77356
ATP5F1B__P06576,P06576,ATP5F1B,"ATP synthase subunit beta, mitochondrial",5,7.56047,7.30162,23.1292,5.48227,4.51942,0,9.53379,8.13824,0,5.8481,6.25496,0,6.03831,6.18436,0,5.71885,4.29041,0
GART__P22102,P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,4,7.40959,8.06806,0,7.44445,8.05868,0,7.08333,7.05782,2.70328,8.41077,7.47828,5.53721,8.119,7.74561,0,7.16999,7.71393,0
PCK2__Q16822,Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",2,11.1578,8.01476,0,6.39733,8.56913,0,10.881,9.94229,0,10.6071,9.84827,0,7.95904,8.70189,0,7.91283,0.00857103,0
RNPEP__Q9H4A4,Q9H4A4,RNPEP,Aminopeptidase B,1,11.0773,8.75089,0,7.18909,5.68642,0,10.1779,12.5946,0,10.462,9.20919,0,7.62714,9.39394,0,7.82342,0.00816333,0
ST13P5__Q8NFI4,Q8NFI4,ST13P5,Putative protein FAM10A5,1,7.8734,7.65978,0,7.02364,6.74454,0,8.07104,8.06549,0,7.03075,6.52344,0,6.96862,6.65254,5.71218,6.43384,6.69442,8.54632
NAPA__P54920,P54920,NAPA,Alpha-soluble NSF attachment protein,1,8.87596,9.3083,0,10.2356,7.45517,0,10.0072,9.64129,0,8.66117,9.93696,0,8.75282,8.15287,0,8.96318,0.009438,0
FH__P07954,P07954,FH,"Fumarate hydratase, mitochondrial",3,8.81195,7.81044,0,7.08267,6.60763,0,7.74898,8.17067,0,7.38573,7.02596,0,8.9477,7.78222,10.0908,6.9183,5.61693,0
PGAM5__Q96HS1,Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",1,9.75894,8.79366,0,10.6848,7.85831,0,9.02297,8.57718,0,8.43998,9.31628,0,7.05201,7.7219,0,7.8,4.97396,0
RPL35A__P18077,P18077,RPL35A,60S ribosomal protein L35a,1,4.31556,6.04216,0,4.24938,4.26291,8.71631,6.88797,5.07246,0,3.42045,4.18044,32.533,4.01666,4.53329,0,5.66021,6.10914,0
ACACA__Q13085_4,Q13085-4,ACACA,Isoform 4 of Acetyl-CoA carboxylase 1,53,5.25278,4.51631,5.91239,4.19462,4.30793,9.46634,4.06875,4.72374,8.9129,4.64845,4.58192,4.42891,4.38877,5.1661,7.54507,4.4126,3.91051,9.56192
MAP1B__P46821,P46821,MAP1B,Microtubule-associated protein 1B,2,6.54385,7.43995,0,8.40152,7.48675,0,8.01311,8.22757,0,8.64333,8.14658,0,7.4951,8.25048,5.06399,8.58724,7.70053,0
PFKP__Q01813,Q01813,PFKP,"ATP-dependent 6-phosphofructokinase, platelet type",1,6.72371,6.52856,0,5.5766,6.23434,3.75366,5.39092,6.87484,0,6.78709,6.92339,22.3223,6.30164,6.27414,0,5.74318,4.56562,0
TARS1__P26639_2,P26639-2,TARS1,"Isoform 2 of Threonine--tRNA ligase 1, cytoplasmic",2,6.00697,7.23914,0,4.1243,5.97674,1.21127,5.81371,6.40126,0,6.38118,6.68862,4.76777,6.65586,6.45578,11.0975,6.51102,6.35602,8.31283
CARM1__Q86X55,Q86X55,CARM1,Histone-arginine methyltransferase CARM1,4,5.78936,5.57811,24.2274,4.20584,4.94263,0,5.56716,5.918,0.740214,4.477,4.76899,5.67923,4.65499,4.89583,7.54705,5.47968,5.52854,0
ELAVL1__Q15717_2,Q15717-2,ELAVL1,Isoform 2 of ELAV-like protein 1,6,5.10932,4.83639,0,6.72151,6.09224,8.67396,4.98513,4.98813,23.3991,5.52478,5.8189,0,5.93022,6.66227,0,6.78457,4.47351,0
RPL6__Q02878,Q02878,RPL6,60S ribosomal protein L6,5,7.00836,8.85281,0,5.32612,6.26185,1.6254,7.65993,6.62807,3.0459,5.41818,5.92658,3.61811,6.22998,6.75656,7.39636,7.05571,7.37275,3.81732
PSMD3__O43242,O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,2,5.09825,4.97504,0,5.92549,5.51023,1.86984,5.40576,5.68276,0,5.49682,6.15391,12.5092,5.6811,5.74262,4.37235,5.43865,5.25919,14.8788
RFC4__P35249,P35249,RFC4,Replication factor C subunit 4,2,8.28373,9.00833,0,6.92458,7.99745,2.24771,7.98133,8.06524,0,9.66449,8.91755,0,7.88039,8.52252,0,6.99179,7.51488,0
RPL24__P83731,P83731,RPL24,60S ribosomal protein L24,2,7.11271,7.30858,0,7.98757,6.48464,0,8.25849,7.10994,0,7.57808,7.15964,0,7.08872,6.69969,11.2993,7.39929,6.9209,1.59243
HNRNPL__P14866,P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,7,3.47865,3.40905,4.94663,5.82607,4.86684,8.46506,3.35888,3.56871,2.61967,4.44463,4.3788,14.3377,4.33478,4.83593,9.26277,4.60814,5.2477,8.00996
PCBP1__Q15365,Q15365,PCBP1,Poly(rC)-binding protein 1,4,5.95554,5.57413,0,7.73367,6.924,6.21495,5.57448,5.9682,13.5158,6.4528,6.89205,0,6.45297,6.6322,4.25258,5.65944,6.19725,0
PCBP2__Q15366_2,Q15366-2,PCBP2,Isoform 2 of Poly(rC)-binding protein 2,3,7.93255,7.98932,0,7.86606,8.58019,0,7.62477,7.73784,0,7.87891,7.5826,0,7.72367,7.6168,4.72879,7.3997,6.59409,2.74471
RPSA__P08865,P08865,RPSA,40S ribosomal protein SA,6,7.52801,7.13108,2.23619,7.56269,5.9718,0,7.78198,7.85784,0,7.50487,7.62454,11.1112,6.96262,6.49673,0,7.42366,6.80678,0
POLR2G__P62487,P62487,POLR2G,DNA-directed RNA polymerase II subunit RPB7,1,6.77928,7.12586,0,11.6012,8.91963,0,8.24649,6.05117,0,11.6993,12.7622,0,8.15043,9.59276,0,9.06279,0.00885209,0
HNRNPUL1__Q9BUJ2,Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,5,6.38641,6.51122,0,8.7713,8.76099,0.0362014,6.46729,6.67796,0,6.96306,7.39846,0,7.38733,8.42945,8.28879,8.04871,8.59391,1.27891
SF3B1__O75533,O75533,SF3B1,Splicing factor 3B subunit 1,10,6.45832,6.27704,9.52166,7.38956,7.88404,0.763122,5.92962,6.1621,1.71339,7.37761,7.6522,0,6.64214,6.6358,5.56162,6.15462,6.50335,1.37382
PAFAH1B3__Q15102,Q15102,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma,1,7.83086,9.94875,0,4.25653,7.92244,0,9.1766,7.95345,0,5.81833,9.00278,0,11.0506,6.21319,0,7.46361,13.3629,0
H1_3__P16402,P16402,H1-3,Histone H1.3,4,9.43167,9.77145,0,6.05182,6.47936,0.0966897,10.7649,9.16342,0,6.27482,5.81139,0,7.54091,7.8131,6.70471,5.41728,5.61317,3.06536
H1_5__P16401,P16401,H1-5,Histone H1.5,2,6.13037,5.82679,0,5.83582,4.678,0,6.52877,5.47294,15.0022,4.66011,4.01236,0.743721,4.6944,5.23152,4.21071,4.16117,3.22847,19.5826
WRNIP1__Q96S55,Q96S55,WRNIP1,ATPase WRNIP1,2,5.9754,6.48739,0,4.41943,5.73226,0,5.66348,5.3905,21.8584,5.74929,6.02879,0,5.44219,7.14324,14.3719,5.73448,0.00329469,0
MCM4__P33991,P33991,MCM4,DNA replication licensing factor MCM4,9,6.48971,6.94121,0,7.71568,8.12698,0,6.97624,6.91964,2.38933,8.12641,8.09646,1.1116,7.88879,7.28855,6.33484,7.81973,7.77483,0
TALDO1__P37837,P37837,TALDO1,Transaldolase,3,7.60058,7.28568,0,7.58368,7.54032,0,7.28759,7.13768,4.6551,7.17555,6.85332,0,7.3998,8.08264,4.44355,7.47092,6.09046,3.39313
HEMGN__Q9BXL5,Q9BXL5,HEMGN,Hemogen,10,2.88257,2.94413,2.96036,4.78091,4.44926,3.29633,2.41319,2.80032,2.65877,4.49337,4.40263,11.272,4.48688,4.54879,4.59476,5.51492,6.79538,24.7054
VCL__P18206,P18206,VCL,Vinculin,16,8.59551,9.22524,0.978704,5.62554,5.51518,0.910491,9.48024,8.96168,1.38827,6.79148,6.61316,1.89116,7.1752,6.03171,6.01281,6.35619,6.35955,2.08789
GCN1__Q92616,Q92616,GCN1,eIF-2-alpha kinase activator GCN1,5,8.64214,9.53757,0,7.32321,8.22303,1.61353,10.3071,9.16304,0,8.30185,8.91016,0,6.90331,6.57918,0,7.37483,7.12101,0
PRPF8__Q6P2Q9,Q6P2Q9,PRPF8,Pre-mRNA-processing-splicing factor 8,12,6.5251,6.3006,0,7.53836,7.25018,5.69384,6.37399,6.69992,1.31942,7.35563,7.74128,7.76452,6.44047,6.50379,3.66031,6.31662,6.51598,0
MAPK1__P28482,P28482,MAPK1,Mitogen-activated protein kinase 1,3,6.42465,6.73764,0,7.41626,7.38708,0.538331,6.89108,7.21723,0,6.96007,6.77741,0.142915,6.35787,5.90786,6.07326,6.79718,6.0843,12.2869
PABPC4__Q13310_3,Q13310-3,PABPC4,Isoform 3 of Polyadenylate-binding protein 4,2,6.58575,7.36096,0,7.49201,6.90526,9.44387,7.26737,7.34761,0,6.98839,7.70248,0,6.61383,5.38338,6.39978,6.93264,6.34399,1.2327
PABPC1__P11940,P11940,PABPC1,Polyadenylate-binding protein 1,6,7.17664,7.16887,0,7.96665,7.42806,0,7.77841,7.87713,2.02387,7.1302,7.24253,2.76742,6.04125,5.91769,1.91131,6.98131,7.94991,6.63875
AKR1A1__P14550,P14550,AKR1A1,Aldo-keto reductase family 1 member A1,3,7.92398,7.46198,0,7.23297,6.55116,0,7.86537,7.81614,0,6.9038,7.30622,0,7.12186,7.43436,9.00255,8.08179,9.29781,0
RBMX__P38159,P38159,RBMX,"RNA-binding motif protein, X chromosome",6,5.62921,5.53022,2.31187,8.79302,8.40928,0,5.28429,5.54352,4.73297,6.73241,6.75753,0,6.63169,7.12625,3.71458,7.17305,6.59645,9.03367
MYH10__P35580_4,P35580-4,MYH10,Isoform 4 of Myosin-10,3,5.85549,6.25204,6.00146,3.14766,3.7002,16.1703,7.1725,7.71066,20.0331,5.13425,5.13704,0,4.64638,4.35412,0,2.80309,1.88173,0
MYH9__P35579,P35579,MYH9,Myosin-9,5,8.80235,9.71694,0,3.07683,5.18217,7.33175,10.3185,11.5173,0,6.81128,7.21818,0,7.60928,6.43944,5.21536,6.10957,4.65106,0
NCL__P19338,P19338,NCL,Nucleolin,8,5.28277,5.58788,0,4.07874,4.94251,10.0988,5.08669,5.18768,13.5003,4.18526,4.3393,1.0339,5.95795,5.87637,6.05829,5.06497,5.2189,8.49962
NUDT21__O43809,O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,2,8.25577,8.75782,0,9.41288,8.4254,0,8.03832,9.02845,0,7.25961,9.49501,0,8.77425,9.02457,0,7.83385,5.69407,0
CBS__P35520_2,P35520-2,CBS,Isoform 2 of Cystathionine beta-synthase,1,7.94075,7.68032,0,4.24127,6.13883,0,6.40542,6.78869,0,5.47125,6.13289,0,6.07777,6.50723,20.1169,6.00173,10.4969,0
PRPF4__O43172,O43172,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,1,7.23943,6.6999,0,9.51765,8.82507,0,7.18395,7.0705,0,8.02598,8.70981,0,6.84324,7.22536,8.55956,7.43117,6.66836,0
MYL4__P12829,P12829,MYL4,Myosin light chain 4,2,9.8421,9.26587,0,7.49257,7.03263,0,11.1795,10.7219,0,7.83836,7.24855,0,7.53047,6.88791,0,7.35629,7.60387,0
PSMD5__Q16401,Q16401,PSMD5,26S proteasome non-ATPase regulatory subunit 5,3,6.93179,6.18126,21.3268,4.82679,6.24622,3.88632,6.27546,6.46202,0,5.55145,5.90243,0,6.01275,5.59759,4.7227,5.45435,4.62202,0
EEF1G__P26641_2,P26641-2,EEF1G,Isoform 2 of Elongation factor 1-gamma,5,7.48626,8.08286,0,7.32708,7.19887,0,8.60891,8.29645,4.71126,7.37714,7.73843,0,6.76092,6.36027,5.89091,6.95056,7.21008,0
CCT4__P50991,P50991,CCT4,T-complex protein 1 subunit delta,2,4.37227,4.41762,0,2.94681,3.81489,2.12248,4.13303,4.1175,21.1693,4.18062,3.90992,15.0807,4.51503,3.84412,0,3.73252,4.08573,13.5575
PSMF1__Q92530,Q92530,PSMF1,Proteasome inhibitor PI31 subunit,1,6.3591,5.90096,0,8.69563,6.41947,0,6.3664,6.3672,0,6.83318,7.76559,0,6.07838,7.30319,15.5742,7.4275,8.9092,0
LYPLA1__O75608,O75608,LYPLA1,Acyl-protein thioesterase 1,3,6.64013,6.66944,0,3.26911,4.49555,16.0181,6.31829,5.60983,0,5.91276,5.48954,8.97383,6.10762,6.06226,7.78209,5.62572,5.02577,0
UNC45A__Q9H3U1,Q9H3U1,UNC45A,Protein unc-45 homolog A,3,9.01781,10.7913,0,7.37106,8.49728,0,9.88941,8.73422,0,8.15229,9.56062,0,7.87613,8.84248,0,6.61719,4.65016,0
PSMA7__O14818,O14818,PSMA7,Proteasome subunit alpha type-7,2,5.66865,6.02434,0,8.15876,6.03465,0,6.23757,5.68596,15.7997,6.25115,5.96197,6.18098,6.72987,6.03838,5.58773,5.66076,3.97956,0
RFC2__P35250,P35250,RFC2,Replication factor C subunit 2,3,6.89004,7.50421,0,7.48394,8.26842,0,7.37279,7.78253,0,8.43819,8.4469,0,7.5406,8.48435,10.3742,6.88206,4.5318,0
EFTUD2__Q15029,Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,10,6.66198,6.09062,0,9.20438,8.22074,0,6.19125,6.80828,0.520565,8.30628,8.53803,0.759389,7.16162,7.40697,6.95651,8.11033,7.31917,1.74387
EEF2__P13639,P13639,EEF2,Elongation factor 2,10,7.88516,8.38345,0,7.62552,6.69815,0.208352,8.79309,8.47639,0.69009,8.13264,8.17296,0.599535,6.42453,5.81307,5.03226,7.30126,6.60012,3.1634
ANXA5__P08758,P08758,ANXA5,Annexin A5,1,8.48118,9.8398,0,7.17939,4.77925,0,10.0127,10.0787,0,6.48314,8.12274,0,9.77997,7.74989,0,7.43008,10.0631,0
TCERG1__O14776,O14776,TCERG1,Transcription elongation regulator 1,4,8.69537,8.42519,0,7.73269,8.47121,0,8.69487,8.15293,0,9.23028,8.11823,0,8.48798,8.7824,0,8.1216,7.08725,0
GSTP1__P09211,P09211,GSTP1,Glutathione S-transferase P,9,5.89908,6.5839,1.72969,4.41291,5.30026,10.6495,5.9875,6.20194,0,5.20503,5.23332,0,6.18171,6.09479,6.17987,5.17625,6.59035,12.5739
MAP4__P27816,P27816,MAP4,Microtubule-associated protein 4,4,8.95281,9.41001,0,7.12686,7.30611,0,9.93454,10.1461,0,7.31339,7.28002,0,6.37782,6.25152,5.51901,7.01924,6.44207,0.920517
PLEC__Q15149,Q15149,PLEC,Plectin,5,6.8619,7.6603,7.12664,4.18565,4.95709,2.38909,7.22072,7.45018,0,5.98052,5.69662,0,6.13097,5.26963,5.364,5.69322,7.59321,10.4203
ALDOC__P09972,P09972,ALDOC,Fructose-bisphosphate aldolase C,8,7.94222,8.83913,0,6.02309,5.02701,6.0708,8.38446,8.69748,0,5.28475,5.36485,5.5354,7.8759,6.71729,5.14534,6.01383,4.54354,2.53489
NUP160__Q12769,Q12769,NUP160,Nuclear pore complex protein Nup160,3,8.02073,8.89138,0,7.67331,8.29017,0,9.12106,8.57223,0,8.75255,10.0611,0,8.84088,9.04776,0,8.04244,4.68644,0
EZR__P15311,P15311,EZR,Ezrin,5,7.09837,8.11663,0,6.83249,6.93115,0,8.01424,7.99069,8.48419,7.40195,8.30856,0,5.72024,5.15977,6.49923,8.17435,5.26813,0
MSN__P26038,P26038,MSN,Moesin,4,4.73268,5.07606,5.66022,3.96991,3.98008,8.71705,4.37691,4.48313,0,4.58442,5.22426,31.5993,3.72912,3.80321,0,4.25408,5.80962,0
RDX__P35241_5,P35241-5,RDX,Isoform 5 of Radixin,6,6.94858,7.16487,0,6.61161,6.38451,0,7.04436,7.3134,4.58511,7.06698,7.38341,9.0914,5.62064,5.17458,6.48374,6.96609,6.16073,0
GATAD2A__Q86YP4_3,Q86YP4-3,GATAD2A,Isoform 3 of Transcriptional repressor p66-alpha,1,3.6889,4.62755,0,2.51948,3.727,31.684,3.57351,3.80489,0,3.6228,3.94427,0,4.12259,4.03547,0,3.13758,4.14511,23.3669
IQGAP1__P46940,P46940,IQGAP1,Ras GTPase-activating-like protein IQGAP1,1,4.39325,5.92092,0,3.80557,5.35185,0,6.7486,6.2014,41.6989,4.63432,4.65012,0,3.51547,3.70008,0,5.28863,4.09088,0
HBS1L__Q9Y450,Q9Y450,HBS1L,HBS1-like protein,1,7.82465,7.29976,0,8.1812,6.93457,0,8.23852,10.5578,0,6.34758,8.87627,0,8.48285,8.81955,0,6.71231,11.7249,0
PSMD13__Q9UNM6_2,Q9UNM6-2,PSMD13,Isoform 2 of 26S proteasome non-ATPase regulatory subunit 13,1,8.04217,10.2836,0,8.64338,8.30012,0,8.44871,9.37148,0,8.23071,8.80475,0,7.92906,7.32297,0,7.5279,7.09511,0
SRI__P30626,P30626,SRI,Sorcin,2,6.15007,6.74086,0,2.94108,4.90352,5.47607,5.84405,5.86381,0,5.64349,5.25008,0,6.10077,6.40827,10.0787,6.34674,5.28181,16.9707
CAND1__Q86VP6,Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,3,7.82274,7.85694,0,7.18773,7.19506,0,7.61032,7.75821,0,7.55819,7.62741,0,7.33868,6.12336,7.50832,7.51558,6.51198,4.38547
CUL2__Q13617_2,Q13617-2,CUL2,Isoform 2 of Cullin-2,1,6.27144,6.71447,0,8.14505,7.57171,0,4.85861,7.13922,16.0465,7.32664,7.98472,0,6.731,8.16695,0,6.88126,6.16239,0
RPL14__P50914,P50914,RPL14,60S ribosomal protein L14,1,6.93163,7.65019,0,5.62606,6.84003,23.1994,7.53066,6.44636,0,6.30906,7.42945,0,5.70685,5.14774,0,5.68502,5.49752,0
PARK7__Q99497,Q99497,PARK7,Parkinson disease protein 7,6,6.76331,7.1106,0,6.70395,6.28024,4.52597,7.57636,7.63956,1.90362,6.29138,6.64453,4.93171,8.13675,8.0529,3.73404,6.69989,7.00517,0
H2BC18__Q5QNW6_2,Q5QNW6-2,H2BC18,Isoform 2 of Histone H2B type 2-F,13,1.91494,1.93018,12.5375,3.46831,2.89724,15.8382,1.95437,1.75003,13.0539,2.2232,2.31877,16.9804,2.05773,2.33855,5.73254,2.49542,2.55006,7.95875
LUC7L2__Q9Y383,Q9Y383,LUC7L2,Putative RNA-binding protein Luc7-like 2,1,5.42626,8.76343,0,7.01228,8.06927,0,6.36781,8.88302,0,10.5212,9.01337,0,11.5104,11.886,0,12.5347,0.0123178,0
YARS1__P54577,P54577,YARS1,"Tyrosine--tRNA ligase, cytoplasmic",8,7.39743,7.49696,11.8154,5.39698,5.82975,0.305385,7.75955,7.45627,0,6.48409,6.61557,1.88207,6.72999,6.18167,2.5095,6.91867,6.98828,2.23246
ADAR__P55265_4,P55265-4,ADAR,Isoform 4 of Double-stranded RNA-specific adenosine deaminase,2,8.78484,9.00749,0,6.8945,9.03076,0,7.99201,8.95359,0,7.81024,7.64545,0,9.60801,9.57448,0,9.01395,5.68469,0
GTF2I__P78347,P78347,GTF2I,General transcription factor II-I,7,5.75764,5.52915,0,8.08327,7.98581,0,5.61063,6.0318,0.790262,8.12744,7.68453,4.7756,7.0408,6.86488,4.84013,9.0958,8.41698,3.36526
HNRNPUL2__Q1KMD3,Q1KMD3,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,2,6.14959,5.97527,0,9.83848,8.74398,0,6.40522,6.31947,0,7.7107,8.48695,0.81636,7.95128,8.18824,6.37068,7.98775,9.05603,0
KIF5B__P33176,P33176,KIF5B,Kinesin-1 heavy chain,1,8.42754,8.5433,0,6.49234,5.7505,0,10.0745,8.01382,0,7.13946,7.56411,0,9.31515,8.93618,0,9.14683,10.5962,0
SMCHD1__A6NHR9,A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,2,7.64159,8.578,0,9.00606,9.52351,0,8.03109,7.076,0,8.66778,7.73535,0,8.16003,8.54725,0,7.75967,9.27367,0
PSMC3__P17980,P17980,PSMC3,26S proteasome regulatory subunit 6A,5,6.10355,6.21098,6.69462,5.32448,6.28311,7.00195,5.8124,5.33565,0,6.68795,6.91504,0,5.96709,6.28045,6.53372,6.77888,7.17366,4.89648
XRCC5__P13010,P13010,XRCC5,X-ray repair cross-complementing protein 5,12,7.73739,7.64401,0,7.51541,7.82984,0.415781,7.80414,7.58629,1.35423,8.29912,7.75144,0,8.14536,7.96053,4.7144,7.71602,7.52604,0
PML__P29590,P29590,PML,Protein PML,1,7.80681,6.73323,0,6.01856,5.63202,0,7.81696,8.1623,0,6.67755,5.95774,0,5.97704,6.05823,21.7261,5.65247,5.78097,0
MDN1__Q9NU22,Q9NU22,MDN1,Midasin,1,7.81298,9.71519,0,12.014,8.73055,0,6.65238,12.3889,0,4.34548,8.58929,0,8.85643,10.5035,0,10.3818,0.00951822,0
PRPF4B__Q13523,Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,1,5.9294,8.34642,0,5.95656,6.55504,0,6.3516,4.55597,24.7006,6.00503,5.73314,0,5.93976,6.7311,0,7.58477,5.61059,0
CHD4__Q14839_2,Q14839-2,CHD4,Isoform 2 of Chromodomain-helicase-DNA-binding protein 4,6,6.56813,5.74919,11.7509,7.89985,7.21638,2.80807,6.20425,6.55974,4.09688,6.49373,7.22683,0,5.96276,5.83792,3.76223,5.47324,6.3899,0
ATP5F1A__P25705,P25705,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",8,8.45937,8.24025,0,5.56711,5.56728,8.27962,7.52957,7.80667,1.67271,6.59204,5.8311,3.08513,7.00707,7.09756,3.1448,5.88409,5.84499,2.39064
RANBP2__P49792,P49792,RANBP2,E3 SUMO-protein ligase RanBP2,8,5.55442,5.76229,0,3.96543,6.16915,8.7507,7.37314,6.55669,0,4.99272,6.87266,2.16009,9.20367,8.02102,9.76878,5.62047,9.22878,0
PKM__P14618_2,P14618-2,PKM,Isoform M1 of Pyruvate kinase PKM,9,6.19827,6.92089,14.9286,4.38103,4.87308,5.66588,6.73244,6.19235,2.93405,5.05898,5.24859,3.92017,5.24695,4.98521,4.40604,5.00792,5.22114,2.07837
PKLR__P30613,P30613,PKLR,Pyruvate kinase PKLR,2,9.50507,9.3198,0,7.96371,7.29142,0,9.38747,8.97381,0,7.11224,7.59967,0,7.63803,7.01605,3.68444,7.46783,7.04044,0
PSME2__Q9UL46,Q9UL46,PSME2,Proteasome activator complex subunit 2,1,7.41518,6.85077,0,6.43856,5.88271,0,8.37626,8.22779,0,9.08208,9.21344,0,9.77733,10.1847,0,8.87848,9.67268,0
PSME1__Q06323_2,Q06323-2,PSME1,Isoform 2 of Proteasome activator complex subunit 1,5,8.81353,7.98206,0,7.14282,6.27357,0,7.6782,8.61246,1.17015,6.41681,6.51686,0,8.55783,8.79698,10.1762,6.82152,5.04098,0
CBLL1__Q75N03,Q75N03,CBLL1,E3 ubiquitin-protein ligase Hakai,1,6.09572,6.19972,0,11.4634,12.5072,0,6.49879,7.29923,0,10.4617,8.62861,0,6.1764,8.25791,0,8.3459,8.06538,0
HNRNPU__Q00839,Q00839,HNRNPU,Heterogeneous nuclear ribonucleoprotein U,19,3.41599,3.05183,23.963,3.31293,3.81036,3.09184,3.38113,3.3162,11.7655,3.4944,3.41613,2.7655,3.8172,3.57612,4.76494,4.0579,5.70338,9.29564
